Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;;;;;;;;;;;;;;
09/05/2013;2;9;15;46;62;;;;;;;;;;;;;;
10/05/2013;13;49;57;59;78;;;;;;;;;;;;;;
11/05/2013;2;5;19;61;74;;;;;;;;;;;;;;
13/05/2013;5;30;38;56;77;;;;;;;;;;;;;;
14/05/2013;10;17;29;43;46;;;;;;;;;;;;;;
15/05/2013;20;26;33;41;60;;;;;;;;;;;;;;
16/05/2013;37;50;67;72;76;;;;;;;;;;;;;;
17/05/2013;16;40;45;46;80;;;;;;;;;;;;;;
18/05/2013;8;38;39;65;66;;;;;;;;;;;;;;
20/05/2013;15;28;41;47;51;;;;;;;;;;;;;;
21/05/2013;16;33;51;63;67;;;;;;;;;;;;;;
22/05/2013;2;12;57;68;73;;;;;;;;;;;;;;
23/05/2013;2;14;17;54;80;;;;;;;;;;;;;;
24/05/2013;1;26;34;37;58;;;;;;;;;;;;;;
25/05/2013;18;44;46;56;60;;;;;;;;;;;;;;
27/05/2013;9;15;38;49;50;;;;;;;;;;;;;;
28/05/2013;32;37;60;62;77;;;;;;;;;;;;;;
29/05/2013;4;45;68;70;74;;;;;;;;;;;;;;
31/05/2013;6;22;40;48;55;;;;;;;;;;;;;;
01/06/2013;2;13;18;26;62;;;;;;;;;;;;;;
03/06/2013;8;38;52;68;79;;;;;;;;;;;;;;
04/06/2013;4;21;42;55;68;;;;;;;;;;;;;;
05/06/2013;10;31;50;54;61;;;;;;;;;;;;;;
06/06/2013;19;34;35;58;61;;;;;;;;;;;;;;
07/06/2013;12;24;36;39;72;;;;;;;;;;;;;;
08/06/2013;7;10;16;25;75;;;;;;;;;;;;;;
10/06/2013;17;29;30;40;80;;;;;;;;;;;;;;
11/06/2013;7;11;42;47;78;;;;;;;;;;;;;;
12/06/2013;40;61;62;63;71;;;;;;;;;;;;;;
13/06/2013;11;29;48;56;72;;;;;;;;;;;;;;
14/06/2013;4;12;32;55;59;;;;;;;;;;;;;;
15/06/2013;15;48;59;69;76;;;;;;;;;;;;;;
24/06/2013;5;17;55;63;67;;;;;;;;;;;;;;
25/06/2013;21;23;38;44;72;;;;;;;;;;;;;;
26/06/2013;9;16;24;43;46;;;;;;;;;;;;;;
27/06/2013;36;55;59;63;72;;;;;;;;;;;;;;
28/06/2013;40;49;60;63;69;;;;;;;;;;;;;;
29/06/2013;14;20;21;23;59;;;;;;;;;;;;;;
01/07/2013;15;35;44;49;62;;;;;;;;;;;;;;
02/07/2013;10;33;53;69;70;;;;;;;;;;;;;;
03/07/2013;12;34;48;55;79;;;;;;;;;;;;;;
04/07/2013;1;29;38;61;69;;;;;;;;;;;;;;
05/07/2013;15;22;28;63;79;;;;;;;;;;;;;;
06/07/2013;5;31;59;61;78;;;;;;;;;;;;;;
08/07/2013;3;4;6;36;70;;;;;;;;;;;;;;
09/07/2013;14;48;59;60;68;;;;;;;;;;;;;;
10/07/2013;32;54;65;67;73;;;;;;;;;;;;;;
11/07/2013;9;17;61;64;66;;;;;;;;;;;;;;
12/07/2013;13;39;40;63;74;;;;;;;;;;;;;;
13/07/2013;20;39;40;49;58;;;;;;;;;;;;;;
15/07/2013;24;26;63;72;75;;;;;;;;;;;;;;
16/07/2013;24;41;57;68;79;;;;;;;;;;;;;;
17/07/2013;19;40;56;59;63;;;;;;;;;;;;;;
18/07/2013;8;9;16;64;68;;;;;;;;;;;;;;
19/07/2013;26;27;37;61;65;;;;;;;;;;;;;;
20/07/2013;24;31;38;57;68;;;;;;;;;;;;;;
22/07/2013;27;46;52;64;75;;;;;;;;;;;;;;
23/07/2013;35;39;51;74;80;;;;;;;;;;;;;;
24/07/2013;26;31;49;62;65;;;;;;;;;;;;;;
25/07/2013;28;36;37;38;77;;;;;;;;;;;;;;
26/07/2013;8;17;43;50;68;;;;;;;;;;;;;;
27/07/2013;15;25;28;63;78;;;;;;;;;;;;;;
29/07/2013;1;44;65;67;78;;;;;;;;;;;;;;
30/07/2013;8;20;43;71;80;;;;;;;;;;;;;;
31/07/2013;4;7;27;60;70;;;;;;;;;;;;;;
01/08/2013;16;50;59;66;79;;;;;;;;;;;;;;
02/08/2013;18;19;22;31;64;;;;;;;;;;;;;;
03/08/2013;32;34;46;47;80;;;;;;;;;;;;;;
05/08/2013;33;34;35;54;64;;;;;;;;;;;;;;
06/08/2013;32;34;46;58;80;;;;;;;;;;;;;;
07/08/2013;3;10;48;60;67;;;;;;;;;;;;;;
08/08/2013;18;23;39;53;58;;;;;;;;;;;;;;
09/08/2013;10;11;29;57;72;;;;;;;;;;;;;;
10/08/2013;18;44;59;63;70;;;;;;;;;;;;;;
12/08/2013;3;25;28;31;79;;;;;;;;;;;;;;
13/08/2013;14;21;25;26;47;;;;;;;;;;;;;;
14/08/2013;33;52;57;63;71;;;;;;;;;;;;;;
15/08/2013;14;32;50;57;77;;;;;;;;;;;;;;
16/08/2013;4;16;68;73;78;;;;;;;;;;;;;;
17/08/2013;16;49;52;76;80;;;;;;;;;;;;;;
19/08/2013;15;36;58;70;75;;;;;;;;;;;;;;
20/08/2013;23;40;42;75;77;;;;;;;;;;;;;;
21/08/2013;28;38;55;69;76;;;;;;;;;;;;;;
22/08/2013;25;41;48;52;64;;;;;;;;;;;;;;
23/08/2013;43;44;45;51;71;;;;;;;;;;;;;;
24/08/2013;41;54;57;62;77;;;;;;;;;;;;;;
26/08/2013;2;19;37;39;75;;;;;;;;;;;;;;
27/08/2013;17;26;29;46;70;;;;;;;;;;;;;;
28/08/2013;8;12;25;47;79;;;;;;;;;;;;;;
29/08/2013;11;12;17;24;78;;;;;;;;;;;;;;
30/08/2013;20;36;42;57;69;;;;;;;;;;;;;;
31/08/2013;24;36;38;65;70;;;;;;;;;;;;;;
02/09/2013;6;18;20;49;55;;;;;;;;;;;;;;
03/09/2013;10;21;22;36;63;;;;;;;;;;;;;;
04/09/2013;16;33;42;51;62;;;;;;;;;;;;;;
05/09/2013;10;18;24;34;57;;;;;;;;;;;;;;
06/09/2013;4;8;22;30;63;;;;;;;;;;;;;;
09/09/2013;6;23;50;58;61;;;;;;;;;;;;;;
10/09/2013;21;38;49;61;79;;;;;;;;;;;;;;
11/09/2013;1;15;44;66;68;;;;;;;;;;;;;;
12/09/2013;14;18;20;57;58;;;;;;;;;;;;;;
13/09/2013;7;12;26;32;37;;;;;;;;;;;;;;
14/09/2013;14;32;59;66;69;;;;;;;;;;;;;;
16/09/2013;28;51;55;69;73;;;;;;;;;;;;;;
17/09/2013;17;21;44;70;71;;;;;;;;;;;;;;
18/09/2013;1;28;47;50;55;;;;;;;;;;;;;;
19/09/2013;5;9;31;73;77;;;;;;;;;;;;;;
20/09/2013;3;43;44;60;66;;;;;;;;;;;;;;
21/09/2013;2;9;19;42;60;;;;;;;;;;;;;;
23/09/2013;7;17;18;28;73;;;;;;;;;;;;;;
24/09/2013;34;44;46;63;74;;;;;;;;;;;;;;
25/09/2013;14;38;49;64;67;;;;;;;;;;;;;;
26/09/2013;2;4;19;52;63;;;;;;;;;;;;;;
27/09/2013;31;34;36;50;77;;;;;;;;;;;;;;
28/09/2013;8;10;41;49;73;;;;;;;;;;;;;;
30/09/2013;4;13;27;42;62;;;;;;;;;;;;;;
01/10/2013;9;15;23;31;54;;;;;;;;;;;;;;
02/10/2013;26;35;43;53;71;;;;;;;;;;;;;;
03/10/2013;7;26;31;59;76;;;;;;;;;;;;;;
04/10/2013;15;17;32;45;71;;;;;;;;;;;;;;
05/10/2013;2;18;22;27;68;;;;;;;;;;;;;;
07/10/2013;17;19;39;43;54;;;;;;;;;;;;;;
08/10/2013;1;7;14;20;57;;;;;;;;;;;;;;
09/10/2013;3;4;35;37;46;;;;;;;;;;;;;;
10/10/2013;2;15;45;54;80;;;;;;;;;;;;;;
11/10/2013;10;14;21;25;56;;;;;;;;;;;;;;
14/10/2013;7;22;55;62;65;;;;;;;;;;;;;;
15/10/2013;13;24;27;50;61;;;;;;;;;;;;;;
16/10/2013;2;15;26;48;57;;;;;;;;;;;;;;
17/10/2013;10;26;52;58;68;;;;;;;;;;;;;;
18/10/2013;34;35;43;46;49;;;;;;;;;;;;;;
19/10/2013;36;42;47;49;53;;;;;;;;;;;;;;
21/10/2013;4;7;20;31;52;;;;;;;;;;;;;;
22/10/2013;14;29;33;51;58;;;;;;;;;;;;;;
23/10/2013;6;25;52;61;75;;;;;;;;;;;;;;
24/10/2013;25;26;33;44;75;;;;;;;;;;;;;;
25/10/2013;8;11;25;62;79;;;;;;;;;;;;;;
26/10/2013;50;53;56;59;66;;;;;;;;;;;;;;
28/10/2013;8;10;48;53;56;;;;;;;;;;;;;;
29/10/2013;17;38;55;62;78;;;;;;;;;;;;;;
30/10/2013;7;21;24;34;44;;;;;;;;;;;;;;
31/10/2013;18;33;41;42;77;;;;;;;;;;;;;;
01/11/2013;14;33;49;64;77;;;;;;;;;;;;;;
04/11/2013;12;13;33;35;54;;;;;;;;;;;;;;
05/11/2013;9;44;46;71;78;;;;;;;;;;;;;;
06/11/2013;4;42;56;66;76;;;;;;;;;;;;;;
07/11/2013;4;15;19;40;75;;;;;;;;;;;;;;
08/11/2013;1;15;44;45;54;;;;;;;;;;;;;;
09/11/2013;46;49;61;68;76;;;;;;;;;;;;;;
11/11/2013;6;18;29;30;75;;;;;;;;;;;;;;
12/11/2013;8;11;45;46;80;;;;;;;;;;;;;;
13/11/2013;5;13;20;44;62;;;;;;;;;;;;;;
14/11/2013;9;34;51;55;79;;;;;;;;;;;;;;
16/11/2013;4;16;18;22;73;;;;;;;;;;;;;;
18/11/2013;12;27;48;69;72;;;;;;;;;;;;;;
19/11/2013;22;60;64;70;74;;;;;;;;;;;;;;
20/11/2013;8;17;34;49;67;;;;;;;;;;;;;;
21/11/2013;45;47;58;62;72;;;;;;;;;;;;;;
22/11/2013;1;4;5;11;29;;;;;;;;;;;;;;
23/11/2013;30;36;37;50;75;;;;;;;;;;;;;;
25/11/2013;10;12;62;68;71;;;;;;;;;;;;;;
26/11/2013;10;27;35;54;73;;;;;;;;;;;;;;
27/11/2013;13;29;39;55;69;;;;;;;;;;;;;;
28/11/2013;11;22;29;46;72;;;;;;;;;;;;;;
29/11/2013;8;10;29;32;70;;;;;;;;;;;;;;
30/11/2013;16;20;28;62;72;;;;;;;;;;;;;;
02/12/2013;8;23;29;38;57;;;;;;;;;;;;;;
03/12/2013;2;25;43;60;67;;;;;;;;;;;;;;
04/12/2013;5;25;47;49;58;;;;;;;;;;;;;;
05/12/2013;2;19;22;31;78;;;;;;;;;;;;;;
06/12/2013;30;35;38;63;75;;;;;;;;;;;;;;
07/12/2013;27;30;37;58;80;;;;;;;;;;;;;;
09/12/2013;14;19;27;51;77;;;;;;;;;;;;;;
10/12/2013;3;19;45;49;80;;;;;;;;;;;;;;
11/12/2013;4;8;28;64;76;;;;;;;;;;;;;;
12/12/2013;7;29;41;54;79;;;;;;;;;;;;;;
13/12/2013;1;27;30;38;62;;;;;;;;;;;;;;
14/12/2013;3;22;30;48;50;;;;;;;;;;;;;;
16/12/2013;45;60;64;66;71;;;;;;;;;;;;;;
17/12/2013;22;23;24;44;67;;;;;;;;;;;;;;
18/12/2013;9;15;22;38;68;;;;;;;;;;;;;;
19/12/2013;6;36;43;63;67;;;;;;;;;;;;;;
20/12/2013;5;7;44;59;65;;;;;;;;;;;;;;
21/12/2013;19;40;53;74;79;;;;;;;;;;;;;;
23/12/2013;43;68;69;74;76;;;;;;;;;;;;;;
24/12/2013;1;16;30;45;50;;;;;;;;;;;;;;
26/12/2013;4;9;18;32;58;;;;;;;;;;;;;;
27/12/2013;4;38;56;79;80;;;;;;;;;;;;;;
28/12/2013;6;46;68;71;76;;;;;;;;;;;;;;
30/12/2013;6;8;42;67;78;;;;;;;;;;;;;;
31/12/2013;14;17;45;54;72;;;;;;;;;;;;;;
02/01/2014;20;52;53;55;66;;;;;;;;;;;;;;
03/01/2014;5;7;39;45;77;;;;;;;;;;;;;;
04/01/2014;15;27;55;60;80;;;;;;;;;;;;;;
06/01/2014;15;41;51;73;77;;;;;;;;;;;;;;
07/01/2014;26;46;47;48;73;;;;;;;;;;;;;;
09/01/2014;10;15;23;36;49;;;;;;;;;;;;;;
09/01/2014;1;22;30;47;57;;;;;;;;;;;;;;
10/01/2014;15;44;61;74;76;;;;;;;;;;;;;;
11/01/2014;18;34;38;42;59;;;;;;;;;;;;;;
13/01/2014;10;36;40;51;72;;;;;;;;;;;;;;
14/01/2014;10;17;20;37;61;;;;;;;;;;;;;;
15/01/2014;35;39;40;79;80;;;;;;;;;;;;;;
16/01/2014;3;37;42;56;57;;;;;;;;;;;;;;
17/01/2014;1;36;48;78;79;;;;;;;;;;;;;;
18/01/2014;11;28;58;74;76;;;;;;;;;;;;;;
20/01/2014;10;25;31;41;76;;;;;;;;;;;;;;
21/01/2014;24;32;44;63;71;;;;;;;;;;;;;;
22/01/2014;24;38;60;77;78;;;;;;;;;;;;;;
23/01/2014;38;50;54;57;64;;;;;;;;;;;;;;
24/01/2014;23;42;55;64;75;;;;;;;;;;;;;;
25/01/2014;28;39;43;57;63;;;;;;;;;;;;;;
27/01/2014;20;34;51;54;76;;;;;;;;;;;;;;
28/01/2014;12;18;29;50;65;;;;;;;;;;;;;;
29/01/2014;5;11;17;27;60;;;;;;;;;;;;;;
30/01/2014;28;31;49;53;78;;;;;;;;;;;;;;
31/01/2014;29;42;62;65;68;;;;;;;;;;;;;;
01/02/2014;23;37;41;44;80;;;;;;;;;;;;;;
03/02/2014;16;21;55;63;78;;;;;;;;;;;;;;
04/02/2014;7;48;62;70;77;;;;;;;;;;;;;;
05/02/2014;24;33;52;60;72;;;;;;;;;;;;;;
06/02/2014;14;37;53;68;72;;;;;;;;;;;;;;
07/02/2014;5;7;9;15;70;;;;;;;;;;;;;;
08/02/2014;15;29;36;40;59;;;;;;;;;;;;;;
10/02/2014;2;22;38;61;78;;;;;;;;;;;;;;
11/02/2014;6;11;18;31;59;;;;;;;;;;;;;;
12/02/2014;14;22;48;58;59;;;;;;;;;;;;;;
13/02/2014;3;20;63;68;77;;;;;;;;;;;;;;
14/02/2014;12;16;46;49;77;;;;;;;;;;;;;;
15/02/2014;53;59;67;72;75;;;;;;;;;;;;;;
17/02/2014;3;24;50;66;78;;;;;;;;;;;;;;
18/02/2014;5;11;28;30;63;;;;;;;;;;;;;;
19/02/2014;20;34;49;53;78;;;;;;;;;;;;;;
20/02/2014;5;12;34;40;53;;;;;;;;;;;;;;
21/02/2014;10;32;34;56;63;;;;;;;;;;;;;;
22/02/2014;26;36;37;42;73;;;;;;;;;;;;;;
24/02/2014;7;17;35;45;63;;;;;;;;;;;;;;
25/02/2014;26;27;29;62;73;;;;;;;;;;;;;;
26/02/2014;33;38;73;76;79;;;;;;;;;;;;;;
27/02/2014;9;10;24;59;66;;;;;;;;;;;;;;
28/02/2014;18;28;38;55;75;;;;;;;;;;;;;;
01/03/2014;6;14;34;51;58;;;;;;;;;;;;;;
05/03/2014;7;14;25;35;57;;;;;;;;;;;;;;
06/03/2014;42;58;62;73;76;;;;;;;;;;;;;;
07/03/2014;3;21;24;72;74;;;;;;;;;;;;;;
08/03/2014;33;45;49;54;69;;;;;;;;;;;;;;
10/03/2014;7;29;42;56;78;;;;;;;;;;;;;;
11/03/2014;25;32;40;61;79;;;;;;;;;;;;;;
12/03/2014;16;23;24;27;28;;;;;;;;;;;;;;
13/03/2014;48;56;64;66;76;;;;;;;;;;;;;;
14/03/2014;3;15;25;35;47;;;;;;;;;;;;;;
15/03/2014;4;24;38;67;79;;;;;;;;;;;;;;
17/03/2014;23;24;30;55;64;;;;;;;;;;;;;;
18/03/2014;6;8;22;25;47;;;;;;;;;;;;;;
19/03/2014;10;30;38;55;69;;;;;;;;;;;;;;
20/03/2014;53;56;60;64;68;;;;;;;;;;;;;;
21/03/2014;11;50;54;55;59;;;;;;;;;;;;;;
22/03/2014;1;32;52;59;77;;;;;;;;;;;;;;
24/03/2014;5;11;12;40;79;;;;;;;;;;;;;;
25/03/2014;2;12;35;44;80;;;;;;;;;;;;;;
26/03/2014;24;36;44;56;73;;;;;;;;;;;;;;
27/03/2014;18;22;37;43;66;;;;;;;;;;;;;;
28/03/2014;40;66;70;72;78;;;;;;;;;;;;;;
29/03/2014;4;5;45;48;75;;;;;;;;;;;;;;
31/03/2014;1;11;46;63;76;;;;;;;;;;;;;;
01/04/2014;7;8;23;45;73;;;;;;;;;;;;;;
02/04/2014;26;39;40;48;53;;;;;;;;;;;;;;
03/04/2014;8;17;33;36;75;;;;;;;;;;;;;;
04/04/2014;11;13;27;29;70;;;;;;;;;;;;;;
05/04/2014;10;24;52;71;77;;;;;;;;;;;;;;
07/04/2014;15;18;43;65;77;;;;;;;;;;;;;;
08/04/2014;8;39;45;56;57;;;;;;;;;;;;;;
09/04/2014;11;14;31;34;44;;;;;;;;;;;;;;
10/04/2014;9;21;43;48;71;;;;;;;;;;;;;;
11/04/2014;7;35;58;74;76;;;;;;;;;;;;;;
12/04/2014;12;13;18;59;66;;;;;;;;;;;;;;
14/04/2014;7;8;56;72;77;;;;;;;;;;;;;;
15/04/2014;2;17;64;73;74;;;;;;;;;;;;;;
16/04/2014;29;43;52;59;77;;;;;;;;;;;;;;
17/04/2014;3;9;15;50;72;;;;;;;;;;;;;;
19/04/2014;15;36;51;52;63;;;;;;;;;;;;;;
22/04/2014;12;16;21;56;78;;;;;;;;;;;;;;
23/04/2014;15;40;42;43;52;;;;;;;;;;;;;;
24/04/2014;7;38;57;66;73;;;;;;;;;;;;;;
25/04/2014;3;28;49;70;73;;;;;;;;;;;;;;
26/04/2014;9;37;42;50;52;;;;;;;;;;;;;;
28/04/2014;9;24;65;74;77;;;;;;;;;;;;;;
29/04/2014;10;25;64;72;78;;;;;;;;;;;;;;
30/04/2014;19;51;56;60;70;;;;;;;;;;;;;;
02/05/2014;14;49;50;65;78;;;;;;;;;;;;;;
03/05/2014;1;3;13;27;56;;;;;;;;;;;;;;
05/05/2014;2;7;16;53;78;;;;;;;;;;;;;;
06/05/2014;11;18;52;61;68;;;;;;;;;;;;;;
07/05/2014;4;23;25;37;72;;;;;;;;;;;;;;
08/05/2014;17;19;39;55;79;;;;;;;;;;;;;;
09/05/2014;15;24;61;65;66;;;;;;;;;;;;;;
10/05/2014;16;23;27;43;50;;;;;;;;;;;;;;
12/05/2014;7;9;46;53;76;;;;;;;;;;;;;;
13/05/2014;4;8;41;76;79;;;;;;;;;;;;;;
14/05/2014;1;10;36;46;80;;;;;;;;;;;;;;
15/05/2014;1;2;7;23;61;;;;;;;;;;;;;;
16/05/2014;25;28;35;54;69;;;;;;;;;;;;;;
17/05/2014;9;32;54;55;75;;;;;;;;;;;;;;
19/05/2014;1;52;60;65;77;;;;;;;;;;;;;;
20/05/2014;1;17;27;39;55;;;;;;;;;;;;;;
21/05/2014;1;51;58;68;73;;;;;;;;;;;;;;
22/05/2014;4;15;16;33;44;;;;;;;;;;;;;;
23/05/2014;4;27;46;64;78;;;;;;;;;;;;;;
24/05/2014;4;10;23;61;64;;;;;;;;;;;;;;
26/05/2014;36;41;51;66;77;;;;;;;;;;;;;;
27/05/2014;11;21;26;29;64;;;;;;;;;;;;;;
28/05/2014;5;13;25;30;66;;;;;;;;;;;;;;
29/05/2014;23;26;36;43;65;;;;;;;;;;;;;;
30/05/2014;1;26;33;57;58;;;;;;;;;;;;;;
31/05/2014;22;53;62;68;70;;;;;;;;;;;;;;
02/06/2014;4;7;42;50;69;;;;;;;;;;;;;;
03/06/2014;24;53;61;62;72;;;;;;;;;;;;;;
04/06/2014;32;41;71;73;80;;;;;;;;;;;;;;
05/06/2014;17;19;30;43;45;;;;;;;;;;;;;;
06/06/2014;2;12;17;28;31;;;;;;;;;;;;;;
07/06/2014;18;19;32;34;78;;;;;;;;;;;;;;
09/06/2014;10;23;48;66;69;;;;;;;;;;;;;;
10/06/2014;6;21;26;31;48;;;;;;;;;;;;;;
11/06/2014;2;18;51;64;65;;;;;;;;;;;;;;
12/06/2014;22;25;41;56;58;;;;;;;;;;;;;;
13/06/2014;13;18;19;51;70;;;;;;;;;;;;;;
14/06/2014;1;60;61;66;73;;;;;;;;;;;;;;
16/06/2014;5;44;53;67;77;;;;;;;;;;;;;;
24/06/2014;15;26;55;71;79;;;;;;;;;;;;;;
25/06/2014;16;25;27;56;80;;;;;;;;;;;;;;
26/06/2014;39;46;50;64;72;;;;;;;;;;;;;;
27/06/2014;4;21;47;59;79;;;;;;;;;;;;;;
28/06/2014;21;41;52;58;71;;;;;;;;;;;;;;
30/06/2014;1;40;47;50;62;;;;;;;;;;;;;;
01/07/2014;5;19;60;70;72;;;;;;;;;;;;;;
02/07/2014;10;33;36;72;76;;;;;;;;;;;;;;
03/07/2014;1;4;12;25;61;;;;;;;;;;;;;;
04/07/2014;33;40;56;66;74;;;;;;;;;;;;;;
05/07/2014;17;50;59;66;77;;;;;;;;;;;;;;
07/07/2014;2;12;27;46;59;;;;;;;;;;;;;;
08/07/2014;6;14;18;35;61;;;;;;;;;;;;;;
09/07/2014;2;3;12;13;18;;;;;;;;;;;;;;
10/07/2014;9;46;50;67;79;;;;;;;;;;;;;;
11/07/2014;1;19;53;56;57;;;;;;;;;;;;;;
12/07/2014;15;21;33;38;73;;;;;;;;;;;;;;
14/07/2014;19;33;37;38;49;;;;;;;;;;;;;;
15/07/2014;5;13;49;58;75;;;;;;;;;;;;;;
16/07/2014;10;26;58;71;78;;;;;;;;;;;;;;
17/07/2014;36;48;51;54;65;;;;;;;;;;;;;;
18/07/2014;3;20;25;63;71;;;;;;;;;;;;;;
19/07/2014;5;19;21;26;40;;;;;;;;;;;;;;
21/07/2014;6;7;26;27;37;;;;;;;;;;;;;;
22/07/2014;17;30;47;52;54;;;;;;;;;;;;;;
23/07/2014;16;33;41;61;75;;;;;;;;;;;;;;
24/07/2014;25;36;42;45;52;;;;;;;;;;;;;;
25/07/2014;23;41;48;76;80;;;;;;;;;;;;;;
26/07/2014;37;54;65;70;80;;;;;;;;;;;;;;
28/07/2014;10;13;14;43;51;;;;;;;;;;;;;;
29/07/2014;26;30;52;69;76;;;;;;;;;;;;;;
30/07/2014;5;39;57;59;79;;;;;;;;;;;;;;
31/07/2014;5;7;8;47;77;;;;;;;;;;;;;;
01/08/2014;9;34;41;71;73;;;;;;;;;;;;;;
02/08/2014;37;38;52;65;75;;;;;;;;;;;;;;
04/08/2014;2;16;29;66;68;;;;;;;;;;;;;;
05/08/2014;1;14;27;55;62;;;;;;;;;;;;;;
06/08/2014;8;19;24;30;47;;;;;;;;;;;;;;
07/08/2014;11;19;31;44;68;;;;;;;;;;;;;;
08/08/2014;5;19;30;31;65;;;;;;;;;;;;;;
09/08/2014;1;10;38;56;63;;;;;;;;;;;;;;
11/08/2014;8;32;36;76;80;;;;;;;;;;;;;;
12/08/2014;14;34;39;55;56;;;;;;;;;;;;;;
13/08/2014;14;34;44;45;51;;;;;;;;;;;;;;
14/08/2014;13;15;44;69;78;;;;;;;;;;;;;;
15/08/2014;16;23;29;44;50;;;;;;;;;;;;;;
16/08/2014;41;48;63;67;71;;;;;;;;;;;;;;
18/08/2014;5;13;29;50;58;;;;;;;;;;;;;;
19/08/2014;18;26;48;53;75;;;;;;;;;;;;;;
20/08/2014;34;35;45;68;71;;;;;;;;;;;;;;
21/08/2014;11;24;28;31;37;;;;;;;;;;;;;;
22/08/2014;9;13;29;38;78;;;;;;;;;;;;;;
23/08/2014;15;42;54;61;69;;;;;;;;;;;;;;
25/08/2014;8;15;22;35;45;;;;;;;;;;;;;;
26/08/2014;26;44;56;64;65;;;;;;;;;;;;;;
27/08/2014;39;41;62;65;72;;;;;;;;;;;;;;
28/08/2014;2;9;43;64;80;;;;;;;;;;;;;;
29/08/2014;7;52;55;64;73;;;;;;;;;;;;;;
30/08/2014;2;16;19;22;36;;;;;;;;;;;;;;
01/09/2014;4;21;31;62;72;;;;;;;;;;;;;;
02/09/2014;31;34;51;55;78;;;;;;;;;;;;;;
03/09/2014;26;43;54;57;65;;;;;;;;;;;;;;
04/09/2014;11;34;35;58;73;;;;;;;;;;;;;;
05/09/2014;6;16;18;41;44;;;;;;;;;;;;;;
06/09/2014;17;34;53;63;77;;;;;;;;;;;;;;
08/09/2014;44;50;52;60;70;;;;;;;;;;;;;;
09/09/2014;23;39;44;54;57;;;;;;;;;;;;;;
10/09/2014;9;50;51;58;74;;;;;;;;;;;;;;
11/09/2014;16;23;50;59;65;;;;;;;;;;;;;;
12/09/2014;2;5;46;47;51;;;;;;;;;;;;;;
13/09/2014;26;35;51;70;78;;;;;;;;;;;;;;
15/09/2014;15;21;45;47;63;;;;;;;;;;;;;;
16/09/2014;2;17;30;41;64;;;;;;;;;;;;;;
17/09/2014;6;46;71;73;78;;;;;;;;;;;;;;
18/09/2014;11;13;15;37;75;;;;;;;;;;;;;;
19/09/2014;18;25;35;41;60;;;;;;;;;;;;;;
20/09/2014;20;35;45;65;69;;;;;;;;;;;;;;
22/09/2014;11;28;72;73;74;;;;;;;;;;;;;;
23/09/2014;8;35;41;45;54;;;;;;;;;;;;;;
24/09/2014;13;30;47;50;78;;;;;;;;;;;;;;
25/09/2014;1;21;28;54;68;;;;;;;;;;;;;;
26/09/2014;15;30;46;58;79;;;;;;;;;;;;;;
27/09/2014;9;35;45;71;73;;;;;;;;;;;;;;
29/09/2014;42;43;72;75;78;;;;;;;;;;;;;;
30/09/2014;2;6;7;31;79;;;;;;;;;;;;;;
01/10/2014;19;28;30;43;45;;;;;;;;;;;;;;
02/10/2014;1;38;49;62;73;;;;;;;;;;;;;;
03/10/2014;1;18;32;47;64;;;;;;;;;;;;;;
04/10/2014;12;24;34;44;78;;;;;;;;;;;;;;
06/10/2014;12;26;28;53;55;;;;;;;;;;;;;;
07/10/2014;11;51;68;69;74;;;;;;;;;;;;;;
08/10/2014;10;33;38;46;63;;;;;;;;;;;;;;
09/10/2014;23;37;50;69;77;;;;;;;;;;;;;;
10/10/2014;1;12;13;23;71;;;;;;;;;;;;;;
11/10/2014;16;18;40;62;75;;;;;;;;;;;;;;
13/10/2014;3;7;33;34;58;;;;;;;;;;;;;;
14/10/2014;19;22;28;31;33;;;;;;;;;;;;;;
15/10/2014;32;53;54;59;63;;;;;;;;;;;;;;
16/10/2014;21;39;58;61;69;;;;;;;;;;;;;;
17/10/2014;14;26;36;38;50;;;;;;;;;;;;;;
18/10/2014;4;5;60;75;79;;;;;;;;;;;;;;
20/10/2014;13;17;44;49;54;;;;;;;;;;;;;;
21/10/2014;19;31;57;67;71;;;;;;;;;;;;;;
22/10/2014;17;40;50;59;73;;;;;;;;;;;;;;
23/10/2014;13;19;55;57;63;;;;;;;;;;;;;;
24/10/2014;4;15;18;51;55;;;;;;;;;;;;;;
25/10/2014;31;40;61;68;72;;;;;;;;;;;;;;
27/10/2014;1;40;54;78;80;;;;;;;;;;;;;;
28/10/2014;29;42;53;75;77;;;;;;;;;;;;;;
29/10/2014;4;21;43;52;58;;;;;;;;;;;;;;
30/10/2014;3;35;37;57;80;;;;;;;;;;;;;;
31/10/2014;8;13;37;55;76;;;;;;;;;;;;;;
01/11/2014;1;8;25;45;57;;;;;;;;;;;;;;
03/11/2014;13;14;23;43;56;;;;;;;;;;;;;;
04/11/2014;6;32;54;55;75;;;;;;;;;;;;;;
05/11/2014;6;14;38;55;69;;;;;;;;;;;;;;
06/11/2014;1;20;49;57;77;;;;;;;;;;;;;;
07/11/2014;3;15;30;53;61;;;;;;;;;;;;;;
08/11/2014;42;44;56;59;64;;;;;;;;;;;;;;
10/11/2014;9;12;42;59;72;;;;;;;;;;;;;;
11/11/2014;19;29;42;52;63;;;;;;;;;;;;;;
12/11/2014;19;38;44;46;70;;;;;;;;;;;;;;
